.	37	28255	34621	48471	52626	61984	207851	255568	404423	588889	706686	752531	753254	753774	754782	756896	797068	801263	896577	920914	1139506	1148989	1169516	1170268	1316212	1405927	1495601	1695684	2037393	2170211	2735379	3216135	3936498	5579800	6540591	11202904	14549468	
.	38	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	38	26577	30686	46956	51484	61792	212396	264291	417914	613625	731406	782616	783326	783871	785116	787150	830602	833898	932523	958606	1176072	1186371	1207734	1208496	1360456	1452347	1548518	1751154	2093181	2230099	2795999	3286147	4001705	5642452	6592565	11213381	14540855	
.	39	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	39	21694	25832	41665	46757	57969	205976	255871	410257	610316	714422	760836	761869	762426	763638	765537	812126	814674	916514	944998	1162035	1171776	1192292	1193072	1337715	1428861	1521710	1720379	2066440	2199471	2766670	3246462	3966449	5597461	6549743	11181729	14532151	
.	40	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	40	21178	26173	41299	47530	59862	205711	255681	411916	617882	714243	760754	761570	762081	763337	765604	815185	817271	916886	947315	1158885	1168930	1189767	1190872	1337470	1429745	1523514	1723892	2067533	2202835	2769823	3252436	3971951	5613327	6560377	11195682	14523599	
.	41	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	41	23023	28836	43458	50961	64392	210336	260460	419323	631187	718615	763852	764467	764974	766170	768360	819605	821227	916616	949209	1154480	1164985	1186433	1187676	1335505	1427434	1520214	1720810	2062323	2197172	2764364	3249138	3969701	5624153	6578524	11227170	14514862	
.	42	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	42	22617	28667	40838	48587	62645	211497	266547	432513	654211	744955	797493	798283	799090	800710	803918	860921	862017	961054	997307	1199197	1212113	1236693	1238144	1407550	1504022	1609178	1827562	2173353	2324497	2904071	3448360	4175633	5941913	6924973	11519546	14506203	
.	43	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	43	13848	26518	39169	50552	66362	220664	280138	455585	689280	778145	834858	835404	835893	837129	839216	901071	901695	1010710	1051630	1257309	1270499	1296030	1297258	1474547	1575012	1689424	1912642	2276312	2434215	3042766	3603968	4355804	6166588	7171502	11701014	14497337	
.	44	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	44	16869	32694	46323	57246	73916	227522	286000	464919	699360	782776	837790	838288	838725	839713	841261	909570	910024	1015957	1061460	1265679	1278589	1304194	1305370	1479339	1581498	1698791	1920787	2300447	2458559	2907951	3653521	4429036	6270903	7299867	11818458	14488566	
.	45	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	45	20166	36845	49627	59740	77134	232904	293344	479803	718967	800923	856763	857416	857938	859144	860903	934973	935355	1036179	1086033	1284931	1298387	1324354	1325745	1505664	1610514	1732537	1958057	2344151	2505732	2971648	3724410	4509416	6379534	7417874	11910307	14479831	
.	46	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	46	11766	26013	43317	51393	71010	230636	293204	488612	730933	812913	869791	870321	870801	871941	873661	955459	955834	1062495	1118338	1313154	1327113	1353809	1355362	1539319	1646754	1774399	2002011	2396315	2561170	3044253	3802145	4594899	6483339	7522757	11976803	14470458	
.	47	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	47	19954	29763	51966	58878	79699	235016	296888	497713	735591	813310	865853	866439	866988	868248	870212	960172	960555	1059926	1122067	1309785	1323861	1350056	1351812	1531889	1639643	1766632	1992852	2394756	2557452	3055348	3806939	4615770	6522903	7572597	12023798	14461597	
.	48	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	48	29080	34597	56673	63294	84604	239611	302055	515599	755795	838733	891464	892395	893600	895386	898262	999162	999570	1094176	1162176	1339973	1354251	1381395	1383367	1568720	1676990	1808221	2035633	2436749	2602953	3112374	3861422	4664755	6580055	7621579	12049824	14453072	
.	49	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	49	22932	26826	49320	56205	78145	227518	287368	499880	727159	805576	852739	853773	855168	857098	860408	972908	973451	1069961	1143866	1311545	1325205	1351481	1353785	1533589	1642145	1770281	1993703	2400872	2563627	3085059	3822708	4642123	6573000	7621193	12070637	14444582	
.	50	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	50	15888	19441	44061	51501	76185	229666	292585	520229	746502	827253	873156	874089	875302	877293	880353	1001861	1002600	1099872	1177725	1331618	1346080	1373538	1376067	1562098	1671593	1804630	2032110	2436365	2603542	3135307	3870484	4682719	6623499	7656257	12079889	14435942	
.	51	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	51	5283	10430	35405	44280	71222	228592	292685	534176	754526	835151	878598	879601	880528	882404	885460	1021130	1021797	1120061	1204009	1348195	1362880	1390451	1393176	1580702	1691531	1825722	2053745	2463398	2631547	3178428	3906092	4721795	6676072	7700354	12099879	14427285	
.	52	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	52	14794	21080	36342	46934	73589	229088	293243	548453	762521	848031	889333	891195	892854	895603	900113	1047205	1048258	1134916	1224463	1356465	1371297	1399147	1402341	1592518	1704305	1841056	2067877	2480453	2649635	3200528	3935920	4755854	6722444	7742231	12124015	14418492	
.	53	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	53	14494	26893	40400	56098	85111	237788	300356	562767	763770	841669	877632	878815	879656	882054	887221	1045560	1047247	1128948	1223190	1341900	1356868	1384607	1388579	1574867	1686525	1822684	2047831	2462890	2629574	3192275	3913430	4739558	6720421	7739571	12130556	14409789	
.	54	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	54	19176	31197	39485	56016	86438	238936	303083	585357	781781	861118	895406	896713	897651	900403	908814	1082289	1083539	1161246	1260360	1366869	1383929	1412708	1417619	1609288	1722462	1863096	2090916	2505710	2676365	3249667	3969685	4793157	6785053	7790200	12154327	14401044	
.	55	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	55	18411	30276	36174	53590	86406	239232	304591	605752	793664	873411	905659	906879	907688	910767	921292	1113464	1114204	1189872	1293643	1388978	1408162	1437172	1443632	1638541	1753317	1897339	2126033	2544851	2717294	3305183	4020954	4844037	6846807	7841493	12170517	14392182	
.	56	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	56	20280	41200	46960	66264	103684	257624	323428	645094	823801	903227	932398	933394	934211	937169	945920	1153292	1153910	1226390	1331798	1414866	1432545	1461577	1467723	1664300	1779014	1925500	2153596	2576111	2750204	3348699	4061031	4886483	6896650	7882774	12188701	14383399	
.	57	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	57	16901	52912	58662	77024	114020	261976	323362	645587	804979	875110	897423	898394	899142	901946	909206	1136679	1137275	1202738	1307256	1378256	1393927	1422044	1427632	1616052	1729930	1872110	2093186	2519524	2688567	3299265	3995966	4839230	6868374	7863695	12201908	14374730	
.	58	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	58	15302	50681	56715	74617	109314	247172	300504	612492	751522	804393	819183	820265	821055	823889	832096	1068382	1069054	1125232	1223408	1279967	1293181	1317125	1323449	1484170	1593248	1715488	1915241	2335452	2484214	3099846	3730975	4604165	6571562	7598303	12090444	14365974	
.	59	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	59	19494	63175	70368	88415	124061	264899	319350	656138	786388	839286	851960	853033	853908	857032	863587	1105539	1106249	1156365	1247857	1293192	1306327	1331571	1338241	1505150	1611801	1737507	1938504	2332439	2484361	3071789	3694263	4516308	6438730	7399859	11920256	14357144	
.	60	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	60	12652	54864	63790	81552	117957	260081	314869	672076	792294	842890	853496	854739	855651	858715	865304	1129376	1130352	1176448	1264906	1301876	1315363	1340542	1347793	1516403	1620940	1746509	1900184	2291421	2489782	3069863	3680728	4482182	6388843	7306819	11796152	14348491	
.	61	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	61	18195	63902	73110	92158	129806	269222	322107	687303	793828	838679	846861	848098	849097	852493	859308	1134567	1135589	1177198	1260200	1290587	1303956	1328542	1336272	1502573	1606271	1729964	1881379	2269467	2465768	3045419	3647509	4445522	6345202	7243654	11725807	14339923	
.	62	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	62	19036	61521	71145	91298	131343	274215	328425	726479	826024	869223	876136	877447	878504	882094	889731	1181200	1182297	1221001	1298695	1323146	1337109	1362813	1371406	1546145	1650729	1778723	1930145	2316216	2518125	3097896	3703103	4488866	6383185	7256978	11688035	14331186	
.	63	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	63	32051	72099	82395	102795	143106	281623	333382	734387	820646	858135	863359	864894	866071	870190	878615	1186041	1187214	1221671	1292731	1312214	1325829	1350675	1360078	1528729	1632257	1757799	1905242	2294363	2489335	3074270	3669159	4464964	6358028	7232541	11669106	14322397	
.	64	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	64	46423	84260	97251	117658	159140	298548	350320	764907	839891	874296	878607	880301	881660	886167	895313	1211896	1213186	1244890	1307841	1323540	1337232	1362310	1372820	1542838	1645668	1771501	1916866	2299239	2495220	3076535	3670081	4461135	6351013	7215930	11649369	14313593	
.	65	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	65	47622	79708	97166	117654	160920	301582	352490	781404	845734	877489	881057	882952	884430	889246	899218	1228601	1230132	1258981	1313913	1327143	1341191	1366785	1377972	1549271	1652051	1778943	1922730	2303548	2499558	3080735	3675134	4469285	6360138	7220531	11654944	14304676	
.	66	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	66	51436	73149	100113	120666	164919	304851	354136	783273	836981	865585	868505	870428	872046	877136	887887	1226849	1228745	1254662	1301530	1312978	1326765	1351934	1364338	1532469	1633979	1758969	1899445	2278949	2470740	3053865	3642202	4444074	6328819	7187582	11638536	14295893	
.	67	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	67	43455	56149	94285	115531	162375	307006	356595	803855	849723	875682	878330	880300	882077	887830	899495	1251188	1253530	1277963	1317091	1327368	1341491	1367401	1381015	1554543	1656910	1785877	1925843	2300481	2495682	3074817	3670604	4467768	6345667	7194028	11628702	14287072	
.	68	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	68	34684	43333	78133	100076	147561	292873	343673	795799	836256	864380	866883	868937	870893	877097	889803	1259014	1262263	1284488	1317179	1326998	1341080	1368138	1382899	1556963	1657941	1781879	1925223	2300579	2495253	3074860	3673104	4473462	6349434	7196220	11626851	14277969	
.	69	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	69	41149	48235	93708	116949	165792	313807	364266	825730	858094	876961	879482	881690	883679	890194	903538	1272720	1275584	1295876	1322379	1331822	1346270	1373616	1390176	1566307	1667692	1793162	1934930	2310735	2506277	3088038	3688575	4494024	6365817	7212782	11638664	14269291	
.	70	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	70	48267	54625	99396	123782	171734	317551	365648	819507	846074	863207	865602	867803	869948	877035	891703	1260855	1263846	1282402	1303337	1312509	1326736	1353981	1371777	1545535	1646165	1769729	1908679	2281341	2474081	3057572	3655686	4470603	6337116	7187520	11635964	14260412	
.	71	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	71	48258	54106	90255	116238	165956	319658	369573	848803	872781	893191	895726	898131	900472	908152	923732	1294518	1299764	1317950	1334115	1343630	1358673	1387542	1407098	1588589	1688225	1815668	1956910	2324630	2522521	3100295	3708668	4518209	6375524	7216734	11634277	14251704	
.	72	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	72	45623	51332	79339	106957	156265	311031	359777	830308	849417	867714	870429	873117	875697	884120	901566	1284016	1294557	1311790	1324490	1333690	1348638	1379950	1402441	1581764	1680375	1808088	1947056	2317342	2512517	3092886	3702913	4521675	6366913	7211082	11637718	14242895	
.	73	2	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
